Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,AS3D7.gbk,Afa_C58.gbk,Atu_Ach5.gbk
6499_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6500_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6501_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6502_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6503_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6504_dehydrogenase.fna,,,,,,,,,,,,,,1,1,1
6505_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6506_gatA.fna,,,,,,,,,,,,,,1,1,1
6507_GGDEF_family_protein.fna,,,,,,,,,,,,,,1,1,1
6508_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6509_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6510_minE.fna,,,,,,,,,,,,,,1,1,1
6511_minD.fna,,,,,,,,,,,,,,1,1,1
6512_minC.fna,,,,,,,,,,,,,,1,1,1
6513_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6514_haloacid_dehalogenas...fna,,,,,,,,,,,,,,1,1,1
6515_exuR.fna,,,,,,,,,,,,,,1,1,1
6516_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6517_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6518_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6519_zinc-binding_dehydro...fna,,,,,,,,,,,,,,1,1,1
6520_uxuA.fna,,,,,,,,,,,,,,1,1,1
6521_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6522_dehydrogenase.fna,,,,,,,,,,,,,,1,1,1
6523_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6524_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6525_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6526_selA.fna,,,,,,,,,,,,,,1,1,1
6527_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6528_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6529_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6530_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6531_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6532_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6533_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6534_glycosyltransferase.fna,,,,,,,,,,,,,,1,1,1
6535_pssN.fna,,,,,,,,,,,,,,1,1,1
6536_HlyD_family_secretio...fna,,,,,,,,,,,,,,1,1,1
6537_AcrB-AcrD-AcrF_famil...fna,,,,,,,,,,,,,,1,1,1
6538_ialB.fna,,,,,,,,,,,,,,1,1,1
6539_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6540_nitrilotriacetate_mo...fna,,,,,,,,,,,,,,1,1,1
6541_aryl-alcohol_dehydro...fna,,,,,,,,,,,,,,1,1,1
6542_methanesulfonate_sul...fna,,,,,,,,,,,,,,1,1,1
6543_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6544_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6545_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6546_malF.fna,,,,,,,,,,,,,,1,1,1
6547_malG.fna,,,,,,,,,,,,,,1,1,1
6548_glycosidase.fna,,,,,,,,,,,,,,1,1,1
6549_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6550_thiamine_biosynthesi...fna,,,,,,,,,,,,,,1,1,1
6551_hydoxyethylthiazole_...fna,,,,,,,,,,,,,,1,1,1
6552_thiamine-phosphate_p...fna,,,,,,,,,,,,,,1,1,1
6553_thiD.fna,,,,,,,,,,,,,,1,1,1
6554_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6555_alr.fna,,,,,,,,,,,,,,1,1,1
6556_dadA.fna,,,,,,,,,,,,,,1,1,1
6557_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6558_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6559_dctD.fna,,,,,,,,,,,,,,1,1,1
6560_dctB.fna,,,,,,,,,,,,,,1,1,1
6561_dctA.fna,,,,,,,,,,,,,,1,1,1
6562_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6563_aminotransferase.fna,,,,,,,,,,,,,,1,1,1
6564_fixR.fna,,,,,,,,,,,,,,1,1,1
6565_celD.fna,,,,,,,,,,,,,,1,1,1
6566_celE.fna,,,,,,,,,,,,,,1,1,1
6567_celG.fna,,,,,,,,,,,,,,1,1,1
6568_celC.fna,,,,,,,,,,,,,,1,1,1
6569_celB.fna,,,,,,,,,,,,,,1,1,1
6570_celA.fna,,,,,,,,,,,,,,1,1,1
6571_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6572_phosphomannose_isome...fna,,,,,,,,,,,,,,1,1,1
6573_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6574_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6575_cellulose_synthase.fna,,,,,,,,,,,,,,1,1,1
6576_galE.fna,,,,,,,,,,,,,,1,1,1
6577_dTDP-glucose_4-6-deh...fna,,,,,,,,,,,,,,1,1,1
6578_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6579_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6580_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6581_fibrinogen_binding_p...fna,,,,,,,,,,,,,,1,1,1
6582_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6583_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,0,1,0
6584_secretion_protein-_H...fna,,,,,,,,,,,,,,1,1,1
6585_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6586_exoQ.fna,,,,,,,,,,,,,,1,1,1
6587_exoF.fna,,,,,,,,,,,,,,1,1,1
6588_exoY.fna,,,,,,,,,,,,,,1,1,1
6589_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6590_aldehyde_dehydrogena...fna,,,,,,,,,,,,,,1,1,1
6591_bioA.fna,,,,,,,,,,,,,,1,1,1
6592_mclA.fna,,,,,,,,,,,,,,1,1,1
6593_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6594_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6595_dehydrogenase.fna,,,,,,,,,,,,,,1,1,1
6596_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6597_DNA-3-methyladenine_...fna,,,,,,,,,,,,,,1,1,1
6598_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6599_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6600_thuR.fna,,,,,,,,,,,,,,1,1,1
6601_thuE.fna,,,,,,,,,,,,,,1,1,1
6602_thuF.fna,,,,,,,,,,,,,,1,1,1
6603_thuG.fna,,,,,,,,,,,,,,1,1,1
6604_thuK.fna,,,,,,,,,,,,,,1,1,1
6605_thuA.fna,,,,,,,,,,,,,,1,1,1
6606_ThuB.fna,,,,,,,,,,,,,,1,1,1
6607_exsD.fna,,,,,,,,,,,,,,1,1,1
6608_exsC.fna,,,,,,,,,,,,,,1,1,1
6609_exsB.fna,,,,,,,,,,,,,,1,1,1
6610_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6611_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6612_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6613_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6614_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6615_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6616_manC.fna,,,,,,,,,,,,,,1,1,1
6617_pyrroloquinoline-qui...fna,,,,,,,,,,,,,,1,1,1
6618_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6619_NADP-dependent_malic...fna,,,,,,,,,,,,,,1,1,1
6620_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6621_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6622_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6623_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6624_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6625_monooxygenase.fna,,,,,,,,,,,,,,1,1,1
6626_sensory_methylation_...fna,,,,,,,,,,,,,,1,1,1
6627_D-amino_acid_dehydro...fna,,,,,,,,,,,,,,1,1,1
6628_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6629_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6630_Tripartite_ATP-indep...fna,,,,,,,,,,,,,,1,1,1
6631_TRAP_dicarboxylate_t...fna,,,,,,,,,,,,,,1,1,1
6632_periplasmic_mannitol...fna,,,,,,,,,,,,,,1,1,1
6633_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6634_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6635_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6636_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6637_amidohydrolase.fna,,,,,,,,,,,,,,1,1,1
6638_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6639_beta-lactamase.fna,,,,,,,,,,,,,,1,1,1
6640_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6641_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6642_dppB.fna,,,,,,,,,,,,,,1,1,1
6643_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6644_prsE2.fna,,,,,,,,,,,,,,1,1,1
6645_prsD.fna,,,,,,,,,,,,,,1,1,1
6646_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6647_hasR.fna,,,,,,,,,,,,,,1,1,1
6648_two_component_sensor...fna,,,,,,,,,,,,,,1,1,1
6649_pfrI.fna,,,,,,,,,,,,,,1,1,1
6650_fecE.fna,,,,,,,,,,,,,,1,1,1
6651_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6652_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6653_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6654_methyltransferase.fna,,,,,,,,,,,,,,1,1,1
6655_pseudoazurin.fna,,,,,,,,,,,,,,1,1,1
6656_fecE.fna,,,,,,,,,,,,,,1,1,1
6657_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6658_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6659_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6660_argE.fna,,,,,,,,,,,,,,1,1,1
6661_2-hydroxyacid_dehydr...fna,,,,,,,,,,,,,,1,1,1
6662_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6663_aldehyde_dehydrogena...fna,,,,,,,,,,,,,,1,1,1
6664_tartrate_dehydrogena...fna,,,,,,,,,,,,,,1,1,1
6665_attK2.fna,,,,,,,,,,,,,,1,1,1
6666_ordL.fna,,,,,,,,,,,,,,1,1,1
6667_hadL.fna,,,,,,,,,,,,,,1,1,1
6668_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6669_aminotransferase-_cl...fna,,,,,,,,,,,,,,1,1,1
6670_hadL.fna,,,,,,,,,,,,,,1,1,1
6671_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6672_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6673_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6674_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6675_lrp.fna,,,,,,,,,,,,,,1,1,1
6676_putative_AgaE.fna,,,,,,,,,,,,,,1,1,1
6677_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6678_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6679_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6680_acetyltransferase.fna,,,,,,,,,,,,,,1,1,1
6681_hippurate_hydrolase.fna,,,,,,,,,,,,,,1,1,1
6682_monooxygenase.fna,,,,,,,,,,,,,,1,1,1
6683_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6684_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6685_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6686_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6687_putative_sulfonate_m...fna,,,,,,,,,,,,,,1,1,1
6688_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6689_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6690_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6691_alkanesulfonate_mono...fna,,,,,,,,,,,,,,1,1,1
6692_acd.fna,,,,,,,,,,,,,,1,1,1
6693_desulfurizing_enzyme.fna,,,,,,,,,,,,,,1,1,1
6694_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6695_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6696_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6697_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6698_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6699_putative_oxidoreduct...fna,,,,,,,,,,,,,,1,1,1
6700_acd.fna,,,,,,,,,,,,,,1,1,1
6701_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6702_nitrilotriacetate_mo...fna,,,,,,,,,,,,,,1,1,1
6703_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6704_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6705_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6706_hippurate_hydrolase.fna,,,,,,,,,,,,,,1,1,1
6707_monooxygenase.fna,,,,,,,,,,,,,,1,1,1
6708_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6709_putative_dibenzothio...fna,,,,,,,,,,,,,,1,1,1
6710_nitrilotriacetate_mo...fna,,,,,,,,,,,,,,1,1,1
6711_monooxygenase.fna,,,,,,,,,,,,,,1,1,1
6712_isomerase-lactonizin...fna,,,,,,,,,,,,,,0,1,0
6713_arylesterase.fna,,,,,,,,,,,,,,1,1,1
6714_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6715_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6716_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6717_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6718_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6719_RhtB_family_transpor...fna,,,,,,,,,,,,,,1,1,1
6720_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6721_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6722_cpoF.fna,,,,,,,,,,,,,,1,1,1
6723_dehydrogenase.fna,,,,,,,,,,,,,,1,1,1
6724_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6725_metallo-beta-lactama...fna,,,,,,,,,,,,,,1,1,1
6726_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6727_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6728_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6729_pgm.fna,,,,,,,,,,,,,,1,1,1
6730_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6731_bkdB.fna,,,,,,,,,,,,,,1,1,1
6732_bkdA2.fna,,,,,,,,,,,,,,1,1,1
6733_bkdA1.fna,,,,,,,,,,,,,,1,1,1
6734_mmgC.fna,,,,,,,,,,,,,,1,1,1
6735_acetyl-CoA_C-acetylt...fna,,,,,,,,,,,,,,1,1,1
6736_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6737_acd.fna,,,,,,,,,,,,,,1,1,1
6738_mccB.fna,,,,,,,,,,,,,,1,1,1
6739_mccA.fna,,,,,,,,,,,,,,1,1,1
6740_hmgL.fna,,,,,,,,,,,,,,1,1,1
6741_Enoyl-CoA_hydratase-...fna,,,,,,,,,,,,,,1,1,1
6742_panC.fna,,,,,,,,,,,,,,1,1,1
6743_panB.fna,,,,,,,,,,,,,,1,1,1
6744_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6745_oxidoreductase.fna,,,,,,,,,,,,,,1,1,1
6746_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6747_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6748_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6749_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6750_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6751_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6752_sugar_kinase.fna,,,,,,,,,,,,,,1,1,1
6753_non-heme_haloperoxid...fna,,,,,,,,,,,,,,1,1,1
6754_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6755_GGDEF_family_protein.fna,,,,,,,,,,,,,,1,1,1
6756_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6757_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6758_aldehyde_dehydrogena...fna,,,,,,,,,,,,,,1,1,1
6759_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6760_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6761_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6762_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6763_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6764_enoyl-CoA_hydratase.fna,,,,,,,,,,,,,,1,1,1
6765_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6766_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6767_ubiG.fna,,,,,,,,,,,,,,1,1,1
6768_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6769_amidohydrolase.fna,,,,,,,,,,,,,,1,1,1
6770_grx.fna,,,,,,,,,,,,,,1,1,1
6771_comF.fna,,,,,,,,,,,,,,1,1,1
6772_methyltransferase.fna,,,,,,,,,,,,,,1,1,1
6773_pilA.fna,,,,,,,,,,,,,,0,1,0
6774_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6775_NTP_pyrophosphohydro...fna,,,,,,,,,,,,,,1,1,1
6776_acetyltransferase.fna,,,,,,,,,,,,,,1,1,1
6777_argJ.fna,,,,,,,,,,,,,,1,1,1
6778_ppiD.fna,,,,,,,,,,,,,,1,1,1
6779_secA.fna,,,,,,,,,,,,,,1,1,1
6780_permease.fna,,,,,,,,,,,,,,1,1,1
6781_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6782_polysaccharide_biosy...fna,,,,,,,,,,,,,,1,1,1
6783_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6784_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6785_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6786_oxidoreductase.fna,,,,,,,,,,,,,,1,1,1
6787_uxuA.fna,,,,,,,,,,,,,,1,1,1
6788_uxuB.fna,,,,,,,,,,,,,,1,1,1
6789_fabG.fna,,,,,,,,,,,,,,1,1,1
6790_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6791_ABC_transporter-_sub...fna,,,,,,,,,,,,,,1,1,1
6792_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6793_ABC_transporter-_mem...fna,,,,,,,,,,,,,,1,1,1
6794_ABC_transporter-_nuc...fna,,,,,,,,,,,,,,1,1,1
6795_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6796_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6797_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6798_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6799_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6800_prp1.fna,,,,,,,,,,,,,,1,1,1
6801_dhbK.fna,,,,,,,,,,,,,,0,1,0
6802_arsB.fna,,,,,,,,,,,,,,0,1,0
6803_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6804_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6805_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6806_glycosyltransferase.fna,,,,,,,,,,,,,,1,1,1
6807_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6808_putative_succinoglyc...fna,,,,,,,,,,,,,,1,1,1
6809_glycosyltransferase.fna,,,,,,,,,,,,,,1,1,1
6810_Hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6811_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6812_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6813_exopolysaccharide_po...fna,,,,,,,,,,,,,,1,1,1
6814_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6815_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6816_glycosyltransferase.fna,,,,,,,,,,,,,,1,1,1
6817_glycosyltransferase.fna,,,,,,,,,,,,,,1,1,1
6818_glycosyltransferase.fna,,,,,,,,,,,,,,1,1,1
6819_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6820_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6821_greB.fna,,,,,,,,,,,,,,1,1,1
6822_exsH.fna,,,,,,,,,,,,,,0,1,1
6823_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6824_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6825_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6826_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6827_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6828_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,1
6829_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6830_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6831_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6832_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6833_xylG.fna,,,,,,,,,,,,,,1,1,1
6834_xylH.fna,,,,,,,,,,,,,,1,1,1
6835_xylF.fna,,,,,,,,,,,,,,1,1,1
6836_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6837_glpD.fna,,,,,,,,,,,,,,1,1,1
6838_gloA.fna,,,,,,,,,,,,,,1,1,1
6839_mutA.fna,,,,,,,,,,,,,,1,1,1
6840_pccA.fna,,,,,,,,,,,,,,1,1,1
6841_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6842_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,1
6843_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6844_glutathione_S-transf...fna,,,,,,,,,,,,,,1,1,1
6845_propionyl-CoA_carbox...fna,,,,,,,,,,,,,,1,1,1
6846_transcriptional_regu...fna,,,,,,,,,,,,,,1,1,1
6847_alkA.fna,,,,,,,,,,,,,,1,1,1
6848_gltX.fna,,,,,,,,,,,,,,1,1,1
6849_transporter.fna,,,,,,,,,,,,,,1,1,1
6850_short_chain_dehydrog...fna,,,,,,,,,,,,,,1,1,1
6851_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6852_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6853_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6854_etfB.fna,,,,,,,,,,,,,,1,1,1
6855_etfA.fna,,,,,,,,,,,,,,1,1,1
6856_hbdA.fna,,,,,,,,,,,,,,1,1,1
6857_dsbE.fna,,,,,,,,,,,,,,1,1,1
6858_argH.fna,,,,,,,,,,,,,,1,1,1
6859_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6860_lysA.fna,,,,,,,,,,,,,,1,1,1
6861_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6862_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6863_two_component_respon...fna,,,,,,,,,,,,,,1,1,1
6864_hpt.fna,,,,,,,,,,,,,,1,1,1
6865_hypothetical_protein.fna,,,,,,,,,,,,,,1,1,1
6866_ftsE.fna,,,,,,,,,,,,,,1,1,1
6867_ftsX.fna,,,,,,,,,,,,,,1,1,1
6868_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6869_plsC.fna,,,,,,,,,,,,,,1,1,1
6870_transporter.fna,,,,,,,,,,,,,,1,1,1
6871_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6872_tyrC.fna,,,,,,,,,,,,,,1,1,1
6873_hisC.fna,,,,,,,,,,,,,,1,1,1
6874_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6875_gloB.fna,,,,,,,,,,,,,,1,1,1
6876_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6877_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6878_rpmB.fna,,,,,,,,,,,,,,0,1,0
6879_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6880_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6881_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6882_cobT.fna,,,,,,,,,,,,,,1,1,1
6883_cobS.fna,,,,,,,,,,,,,,1,1,1
6884_dnaJ.fna,,,,,,,,,,,,,,1,1,1
6885_bolA.fna,,,,,,,,,,,,,,1,1,1
6886_aroB.fna,,,,,,,,,,,,,,1,1,1
6887_aroK.fna,,,,,,,,,,,,,,1,1,1
6888_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6889_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6890_xerD.fna,,,,,,,,,,,,,,1,1,1
6891_accA.fna,,,,,,,,,,,,,,1,1,1
6892_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6893_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6894_conserved_hypothetic...fna,,,,,,,,,,,,,,1,1,1
6895_dacF.fna,,,,,,,,,,,,,,1,1,1
6896_amidohydrolase.fna,,,,,,,,,,,,,,1,1,1
6897_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6898_rpsU.fna,,,,,,,,,,,,,,0,1,0
6899_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6900_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6901_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6902_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6903_vgrG.fna,,,,,,,,,,,,,,0,1,0
6904_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6905_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6906_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6907_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6908_hypothetical_protein.fna,,,,,,,,,,,,,,0,1,0
6909_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
6910_conserved_hypothetic...fna,,,,,,,,,,,,,,0,1,0
